Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes
genome_958	96.62	38.49	Gradient Boost (General Model)	11	0.891	12421	291.8060918060918	4576294	0.36	4662	None
genome_970	92.2	30.66	Gradient Boost (General Model)	11	0.83	123585	305.4275523145212	6956978	0.38	6308	None
genome_971	100.0	30.26	Neural Network (Specific Model)	11	0.923	3782873	325.01059850374065	5070628	0.5	4812	None
genome_979	85.81	19.77	Neural Network (Specific Model)	11	0.892	86998	339.6988416988417	1180180	0.41	1036	None
genome_98	87.91	18.93	Gradient Boost (General Model)	11	0.854	116697	276.53360935216756	3978731	0.42	4106	None
genome_981	100.0	75.22	Gradient Boost (General Model)	11	0.903	298191	344.2028596961573	10225286	0.55	8952	None
genome_982	98.17	58.88	Gradient Boost (General Model)	11	0.833	50228	288.6800580292378	9284080	0.48	8961	None
genome_983	100.0	27.88	Neural Network (Specific Model)	11	0.814	5490383	315.05217104176984	7019955	0.54	6057	None
genome_988	99.97	0.9	Neural Network (Specific Model)	11	0.914	4391338	328.07024296367575	4467808	0.73	4157	None
genome_989	61.99	8.08	Neural Network (Specific Model)	11	0.847	6392	256.87103777681284	2089115	0.39	2303	None
genome_993	79.47	16.94	Neural Network (Specific Model)	11	0.897	34056	350.71400651465797	5385343	0.46	4605	None
genome_997	100.0	3.32	Neural Network (Specific Model)	11	0.824	3521380	291.1237871214349	3598587	0.46	3401	None
genome_998	97.88	39.81	Gradient Boost (General Model)	11	0.87	111510	303.53943391041497	7603722	0.47	7278	None
genome_999	90.44	0.12	Neural Network (Specific Model)	11	0.865	2047220	330.2955646664182	3068683	0.32	2683	None
