# set_H_ncbi — 400 unique dominant reference genomes, 10 independent simulations each.
# Selected by NCBI assembly_level == "Complete Genome" with NO CheckM2 filter (R1-m13 circularity safeguard).
# in_curation_pool_277k = the genome WOULD have entered the project's CheckM2-filtered reference pool.
dominant_accession	dominant_phylum	dominant_taxonomy	dominant_reference_bp	ref_index	arm	pair_id	match_level	would_pass_original_filter	checkm2_severity	ref_checkm2_completeness	ref_checkm2_contamination	ref_contig_count	ref_n50_contigs	ref_ncbi_assembly_level	canonical_key	in_train	in_val	in_test	in_kmer_selection	in_curation_pool_277k
RS_GCF_032084765.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma ovipneumoniae_B	1202113	352	H_fail	pair_0176	genus	False	mild	96.56	0.24	1	1202113	Complete Genome	032084765	False	False	False	False	False
RS_GCF_900660505.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma dispar	1084609	353	H_pass	pair_0176	genus	True	pass	98.47	0.14	1	1084609	Complete Genome	900660505	False	False	False	False	True
RS_GCF_032878895.1	Bacteroidota	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecihominis	4851713	354	H_fail	pair_0177	genus	False	mild	99.99	2.02	1	4851713	Complete Genome	032878895	False	False	False	False	False
RS_GCF_016889065.1	Bacteroidota	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	4813143	355	H_pass	pair_0177	genus	True	pass	100.0	1.98	1	4813143	Complete Genome	016889065	False	False	False	False	True
RS_GCF_033100135.1	Verrucomicrobiota	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Cerasicoccaceae;g__Rubellicoccus;s__Rubellicoccus peritrichatus	5798774	356	H_fail	pair_0178	order	False	mild	97.48	0.21	1	5798774	Complete Genome	033100135	False	False	False	False	False
RS_GCF_019679435.2	Verrucomicrobiota	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Opitutaceae;g__Actomonas;s__Actomonas aquatica	6109182	357	H_pass	pair_0178	order	True	pass	100.0	0.21	1	6109182	Complete Genome	019679435	False	False	True	False	True
RS_GCF_034130585.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella aerogenes	5543770	358	H_fail	pair_0179	species	False	mild	100.0	2.27	3	5313230	Complete Genome	034130585	False	False	False	False	False
GB_GCA_003071285.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella aerogenes	5537473	359	H_pass	pair_0179	species	True	pass	100.0	1.1	2	5086051	Complete Genome	003071285	False	False	False	False	True
RS_GCF_035918295.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis;s__Amycolatopsis rhabdoformis	10405981	360	H_fail	pair_0180	genus	False	moderate	100.0	5.46	1	10405981	Complete Genome	035918295	False	False	False	False	False
RS_GCF_000282715.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis;s__Amycolatopsis mediterranei	10246920	361	H_pass	pair_0180	genus	True	pass	100.0	0.69	1	10246920	Complete Genome	000282715	False	False	False	False	True
RS_GCF_035991205.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces zaomyceticus	9766476	362	H_fail	pair_0181	species	False	mild	100.0	2.08	4	9358130	Complete Genome	035991205	False	False	False	False	False
RS_GCF_036035005.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces zaomyceticus	9485507	363	H_pass	pair_0181	species	True	pass	100.0	1.7	2	9360127	Complete Genome	036035005	False	False	True	False	True
RS_GCF_036248315.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp002300485	12275813	364	H_fail	pair_0182	genus	False	moderate	100.0	4.32	1	12275813	Complete Genome	036248315	False	False	False	False	False
RS_GCF_035918055.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces phaeochromogenes	12190075	365	H_pass	pair_0182	genus	True	pass	99.96	1.69	1	12190075	Complete Genome	035918055	False	False	False	False	True
RS_GCF_038095645.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma ovipneumoniae_A	1034985	366	H_fail	pair_0183	genus	False	moderate	95.61	0.16	1	1034985	Complete Genome	038095645	False	False	False	False	False
RS_GCF_000941075.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma dispar	1084449	367	H_pass	pair_0183	genus	True	pass	98.5	0.14	1	1084449	Complete Genome	000941075	False	False	False	False	True
RS_GCF_038095715.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma ovipneumoniae_C	1062183	368	H_fail	pair_0184	genus	False	mild	96.14	0.16	1	1062183	Complete Genome	038095715	False	False	False	False	False
RS_GCF_029854295.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma_A;s__Mesomycoplasma_A lagogenitalium	973223	369	H_pass	pair_0184	genus	True	pass	99.92	0.68	1	973223	Complete Genome	029854295	False	False	False	False	True
RS_GCF_038095875.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma ovipneumoniae_C	1021753	370	H_fail	pair_0185	genus	False	mild	96.17	0.65	1	1021753	Complete Genome	038095875	False	False	False	False	False
RS_GCF_900660565.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma hyopneumoniae	960532	371	H_pass	pair_0185	genus	True	pass	99.28	1.15	5	652273	Complete Genome	900660565	False	False	False	False	True
RS_GCF_038095885.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma ovipneumoniae_C	1070976	372	H_fail	pair_0186	genus	False	mild	96.49	0.2	1	1070976	Complete Genome	038095885	False	False	False	False	False
RS_GCF_004768725.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma hyopneumoniae	956514	373	H_pass	pair_0186	genus	True	pass	99.49	0.11	1	956514	Complete Genome	004768725	False	False	False	False	True
RS_GCF_038096035.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma ovipneumoniae_A	1033128	374	H_fail	pair_0187	genus	False	mild	96.19	0.26	1	1033128	Complete Genome	038096035	False	False	False	False	False
RS_GCF_000183185.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma hyopneumoniae	925576	375	H_pass	pair_0187	genus	True	pass	99.46	0.07	1	925576	Complete Genome	000183185	False	False	False	False	True
RS_GCF_039727125.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Glutamicibacter;s__Glutamicibacter halophytocola	3718569	376	H_fail	pair_0188	species	False	severe	85.45	3.94	1	3718569	Complete Genome	039727125	False	False	False	False	False
RS_GCF_007855275.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Glutamicibacter;s__Glutamicibacter halophytocola	3770186	377	H_pass	pair_0188	species	True	pass	100.0	0.28	1	3770186	Complete Genome	007855275	False	False	False	False	True
RS_GCF_040790775.1	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borreliella;s__Borreliella burgdorferi	1417953	378	H_fail	pair_0189	class	False	mild	97.44	0.36	17	907632	Complete Genome	040790775	False	False	False	False	False
RS_GCF_036250655.1	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D saccharophilum	3459320	379	H_pass	pair_0189	class	True	pass	99.68	0.44	4	2645182	Complete Genome	036250655	False	False	True	False	True
RS_GCF_040939785.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium canariense_D	7826318	380	H_fail	pair_0190	genus	False	mild	96.81	0.67	1	7826318	Complete Genome	040939785	False	False	False	False	False
RS_GCF_025200905.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium yuanmingense	7840305	381	H_pass	pair_0190	genus	True	pass	100.0	0.3	1	7840305	Complete Genome	025200905	False	False	False	False	True
RS_GCF_041428895.1	Bacillota	d__Bacteria;p__Bacillota;c__Negativicutes;o__Sporomusales;f__Sporomusaceae;g__Sporomusa;s__Sporomusa aerivorans	6511628	382	H_fail	pair_0191	genus	False	severe	100.0	12.26	2	6496238	Complete Genome	041428895	False	False	False	False	False
RS_GCF_041428605.1	Bacillota	d__Bacteria;p__Bacillota;c__Negativicutes;o__Sporomusales;f__Sporomusaceae;g__Sporomusa;s__Sporomusa sphaeroides	4787310	383	H_pass	pair_0191	genus	True	pass	99.97	1.53	1	4787310	Complete Genome	041428605	False	False	False	False	True
RS_GCF_900324205.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	2895866	384	H_fail	pair_0192	species	False	mild	100.0	2.33	2	2858690	Complete Genome	900324205	False	False	False	False	False
RS_GCF_030534135.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	2895398	385	H_pass	pair_0192	species	True	pass	100.0	0.37	1	2895398	Complete Genome	030534135	False	False	True	False	True
RS_GCF_900636535.1	Bacteroidota	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium gleum	5606922	386	H_fail	pair_0193	genus	False	mild	100.0	2.02	1	5606922	Complete Genome	900636535	False	False	False	False	False
RS_GCF_003815755.1	Bacteroidota	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium lactis	5618200	387	H_pass	pair_0193	genus	True	pass	100.0	0.17	1	5618200	Complete Genome	003815755	False	False	False	False	True
RS_GCF_900637925.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Acidipropionibacterium;s__Acidipropionibacterium jensenii	3180547	388	H_fail	pair_0194	species	False	moderate	100.0	4.7	1	3180547	Complete Genome	900637925	False	False	False	False	False
RS_GCF_005890135.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Acidipropionibacterium;s__Acidipropionibacterium jensenii	2999408	389	H_pass	pair_0194	species	True	pass	100.0	1.27	1	2999408	Complete Genome	005890135	False	False	False	False	True
RS_GCF_900639395.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	3292745	390	H_fail	pair_0195	species	False	mild	100.0	3.4	9	2919744	Complete Genome	900639395	False	False	False	False	False
RS_GCF_020736625.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	3296578	391	H_pass	pair_0195	species	True	pass	100.0	1.85	12	2816191	Complete Genome	020736625	False	False	False	False	True
RS_GCF_943169635.2	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Fenollaria;s__Fenollaria sporofastidiosus	1630063	392	H_fail	pair_0196	genus	False	moderate	95.54	0.43	1	1630063	Complete Genome	943169635	False	False	False	False	False
RS_GCF_023347705.1	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Fenollaria;s__Fenollaria massiliensis	1609887	393	H_pass	pair_0196	genus	True	pass	99.81	0.21	1	1609887	Complete Genome	023347705	False	False	False	False	True
RS_GCF_963668235.1	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__JC444;f__Marispirochaetaceae;g__Marispirochaeta;s__Marispirochaeta aestuarii	4233341	394	H_fail	pair_0197	phylum	False	mild	97.65	3.78	1	4233341	Complete Genome	963668235	False	False	False	False	False
RS_GCF_006874765.1	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Leptospiria;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira weilii	4381393	395	H_pass	pair_0197	phylum	True	pass	100.0	0.2	3	3965053	Complete Genome	006874765	False	False	True	False	True
RS_GCF_963854595.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	5820489	396	H_fail	pair_0198	species	False	mild	100.0	2.64	6	5589618	Complete Genome	963854595	False	False	False	False	False
RS_GCF_041221345.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	5821206	397	H_pass	pair_0198	species	True	pass	100.0	0.15	5	5378143	Complete Genome	041221345	False	False	False	False	True
RS_GCF_964065165.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus yonginensis_A	2878940	398	H_fail	pair_0199	genus	False	mild	100.0	2.2	5	2648638	Complete Genome	964065165	False	False	False	False	False
GB_GCA_002117375.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis	2882014	399	H_pass	pair_0199	genus	True	pass	99.81	0.75	7	2571250	Complete Genome	002117375	False	False	False	False	True
